Scenario,Distribution,Target_Skewness,Target_ExcessKurtosis,Achieved_Skewness,Achieved_ExcessKurtosis,Lambda,L,Method,Shift_Size,ARL1,SDRL1,MRL1
Skewness,Skew-Normal,2,NA,0.993949655,0.831919531,0.2,2.8537,WV,1,8.8916,6.580180797,7
Skewness,Skew-Normal,2,NA,0.992195113,0.870737466,0.2,2.8537,WSD,1,7.7492,5.634028185,6
Skewness,Skew-Normal,2,NA,0.984948334,0.837631965,0.2,2.8537,SC,1,26.2472,38.14500487,17
Skewness,Skew-Normal,2,NA,1.01321404,0.925827594,0.3,2.9286,EWMA,1,11.5066,11.71770826,8
Skewness,Skew-Normal,2,NA,0.999729781,0.894416306,0.3,2.9286,WV,1,9.3033,8.312606033,7
Skewness,Skew-Normal,2,NA,0.96057162,0.741111443,0.3,2.9286,WSD,1,8.032,6.908860198,6
Skewness,Skew-Normal,2,NA,1.016545344,0.895589162,0.3,2.9286,SC,1,40.9973,71.19191332,21
Skewness,Skew-Normal,2,NA,1.026733915,0.97016541,0.1,2.6952,EWMA,1.5,5.8257,2.357769161,5
Skewness,Skew-Normal,2,NA,1.009687885,0.923910243,0.1,2.6952,WV,1.5,5.3527,2.222160325,5
Skewness,Skew-Normal,2,NA,0.999561239,0.89517156,0.1,2.6952,WSD,1.5,4.8621,2.001070718,5
Skewness,Skew-Normal,2,NA,1.006581714,0.963081279,0.1,2.6952,SC,1.5,9.0662,3.891751808,8
Skewness,Skew-Normal,2,NA,1.009107194,0.942356842,0.2,2.8537,EWMA,1.5,5.3856,2.87773188,5
Skewness,Skew-Normal,2,NA,1.014695745,0.987804236,0.2,2.8537,WV,1.5,4.7884,2.491835943,4
Skewness,Skew-Normal,2,NA,1.012637249,0.916635381,0.2,2.8537,WSD,1.5,4.2484,2.184164485,4
Skewness,Skew-Normal,2,NA,0.983040399,0.806717462,0.2,2.8537,SC,1.5,9.5659,6.522094063,8
Skewness,Skew-Normal,2,NA,1.013980893,0.92249999,0.3,2.9286,EWMA,1.5,5.3962,3.519156718,4.5
Skewness,Skew-Normal,2,NA,0.989527578,0.845592829,0.3,2.9286,WV,1.5,4.8362,3.041659864,4
Skewness,Skew-Normal,2,NA,0.981312742,0.803650122,0.3,2.9286,WSD,1.5,4.2696,2.594877488,4
Skewness,Skew-Normal,2,NA,1.004887566,0.933504259,0.3,2.9286,SC,1.5,11.9859,11.6643434,8
Skewness,Skew-Normal,2.5,NA,0.966663334,0.775406453,0.1,2.6952,EWMA,0.25,105.446,183.9169949,49
Skewness,Skew-Normal,2.5,NA,1.052178738,1.124014002,0.1,2.6952,WV,0.25,77.7397,127.8409882,41
Skewness,Skew-Normal,2.5,NA,1.021478183,0.928496375,0.1,2.6952,WSD,0.25,58.7991,92.7300546,32
Skewness,Skew-Normal,2.5,NA,0.99315685,0.795386682,0.1,2.6952,SC,0.25,295.4367,382.4940849,153
Skewness,Skew-Normal,2.5,NA,0.96906643,0.798058831,0.2,2.8537,EWMA,0.25,103.144,171.115573,49
Skewness,Skew-Normal,2.5,NA,1.003967893,0.884202094,0.2,2.8537,WV,0.25,71.1122,113.4744026,37
Skewness,Skew-Normal,2.5,NA,1.014849289,0.980782655,0.2,2.8537,WSD,0.25,53.9093,83.99340071,29
Skewness,Skew-Normal,2.5,NA,1.018619272,1.028692344,0.2,2.8537,SC,0.25,369.1829,462.340749,188
Skewness,Skew-Normal,2.5,NA,0.989040381,0.850776895,0.3,2.9286,EWMA,0.25,96.9083,152.5289173,49
Skewness,Skew-Normal,2.5,NA,0.997805883,0.879758003,0.3,2.9286,WV,0.25,65.9512,101.2548778,35
Skewness,Skew-Normal,2.5,NA,1.00237386,0.872734695,0.3,2.9286,WSD,0.25,48.334,72.37347329,26
Skewness,Skew-Normal,2.5,NA,0.977767005,0.794255943,0.3,2.9286,SC,0.25,473.9926,565.5435749,236
Skewness,Skew-Normal,2.5,NA,1.011144135,0.968792398,0.1,2.6952,EWMA,0.5,31.8522,41.72269926,21
Skewness,Skew-Normal,2.5,NA,0.986792504,0.872810863,0.1,2.6952,WV,0.5,26.1315,28.67883985,18
Skewness,Skew-Normal,2.5,NA,1.012039287,0.959411558,0.1,2.6952,WSD,0.5,22.182,24.58970804,15
Skewness,Skew-Normal,2.5,NA,0.998091726,0.904558126,0.1,2.6952,SC,0.5,123.9841,225.2941721,54
Skewness,Skew-Normal,2.5,NA,0.963016998,0.68072932,0.2,2.8537,EWMA,0.5,37.2189,58.61829572,21
Skewness,Skew-Normal,2.5,NA,0.990393107,0.844787182,0.2,2.8537,WV,0.5,28.9205,37.4771695,18
Skewness,Skew-Normal,2.5,NA,1.01162908,0.930321417,0.2,2.8537,WSD,0.5,21.7078,25.48886006,14
Skewness,Skew-Normal,2.5,NA,0.997629828,0.853049905,0.2,2.8537,SC,0.5,207.0844,346.7758028,82
Skewness,Skew-Normal,2.5,NA,0.986193652,0.841906086,0.3,2.9286,EWMA,0.5,40.6214,61.25629352,23
Skewness,Skew-Normal,2.5,NA,0.990999153,0.810704455,0.3,2.9286,WV,0.5,29.1994,39.48396811,17
Skewness,Skew-Normal,2.5,NA,0.993181725,0.953430398,0.3,2.9286,WSD,0.5,22.5865,29.17087952,14
Skewness,Skew-Normal,2.5,NA,1.019079034,0.924694814,0.3,2.9286,SC,0.5,264.8863,409.3350326,108.5
Skewness,Skew-Normal,2.5,NA,0.999170733,0.918606962,0.1,2.6952,EWMA,0.75,15.6934,12.69159975,12
Skewness,Skew-Normal,2.5,NA,0.967151076,0.668817666,0.1,2.6952,WV,0.75,13.3172,9.719291673,11
Skewness,Skew-Normal,2.5,NA,1.006746597,0.908505501,0.1,2.6952,WSD,0.75,11.7762,8.451713241,10
Skewness,Skew-Normal,2.5,NA,0.987203632,0.894209585,0.1,2.6952,SC,0.75,37.2912,50.00689824,24
Skewness,Skew-Normal,2.5,NA,1.000745532,0.953748753,0.2,2.8537,EWMA,0.75,17.3941,19.07089812,12
Skewness,Skew-Normal,2.5,NA,0.984948176,0.87545843,0.2,2.8537,WV,0.75,14.323,14.21066027,10
Skewness,Skew-Normal,2.5,NA,0.965441077,0.784224067,0.2,2.8537,WSD,0.75,12.0451,10.83111247,9
Skewness,Skew-Normal,2.5,NA,0.996691153,0.896153728,0.2,2.8537,SC,0.75,68.0639,124.0628171,33
Skewness,Skew-Normal,2.5,NA,0.997138235,0.884487092,0.3,2.9286,EWMA,0.75,19.7332,24.10859889,13
Skewness,Skew-Normal,2.5,NA,1.006850396,0.865520345,0.3,2.9286,WV,0.75,15.142,15.98040592,10
Skewness,Skew-Normal,2.5,NA,0.992360332,0.903052792,0.3,2.9286,WSD,0.75,12.669,13.02902969,9
Skewness,Skew-Normal,2.5,NA,0.994164411,0.847820405,0.3,2.9286,SC,0.75,96.8147,178.8445825,42
Skewness,Skew-Normal,2.5,NA,0.97648467,0.788220839,0.1,2.6952,EWMA,1,10.0848,5.934941559,9
Skewness,Skew-Normal,2.5,NA,1.009802023,0.888230535,0.1,2.6952,WV,1,8.9348,5.327606151,8
Skewness,Skew-Normal,2.5,NA,0.962496528,0.727787166,0.1,2.6952,WSD,1,8.1052,4.618578362,7
Skewness,Skew-Normal,2.5,NA,0.981245487,0.790837509,0.1,2.6952,SC,1,18.5532,13.88114687,15
Skewness,Skew-Normal,2.5,NA,0.983971952,0.880719227,0.2,2.8537,EWMA,1,10.4959,8.836299633,8
Skewness,Skew-Normal,2.5,NA,0.993084398,0.819044989,0.2,2.8537,WV,1,8.8616,6.805077248,7
Skewness,Skew-Normal,2.5,NA,0.983696648,0.826855462,0.2,2.8537,WSD,1,7.6436,5.747963374,6
Skewness,Skew-Normal,2.5,NA,0.987048548,0.88288049,0.2,2.8537,SC,1,26.8984,36.71259537,17
Skewness,Skew-Normal,2.5,NA,0.961802372,0.724307561,0.3,2.9286,EWMA,1,11.5301,11.01151304,8
Skewness,Skew-Normal,2.5,NA,0.969877943,0.793370103,0.3,2.9286,WV,1,9.4461,8.950726582,7
Skewness,Skew-Normal,2.5,NA,1.031872336,1.036691235,0.3,2.9286,WSD,1,7.7311,6.384784204,6
Skewness,Skew-Normal,2.5,NA,1.007216668,0.904609775,0.3,2.9286,SC,1,41.6632,74.39436012,22
Skewness,Skew-Normal,2.5,NA,0.995662294,0.804291505,0.1,2.6952,EWMA,1.5,5.8206,2.371113211,5
Skewness,Skew-Normal,2.5,NA,0.976287786,0.773825628,0.1,2.6952,WV,1.5,5.2675,2.166520974,5
Skewness,Skew-Normal,2.5,NA,1.027176252,1.068057857,0.1,2.6952,WSD,1.5,4.8534,1.956755306,5
Skewness,Skew-Normal,2.5,NA,0.973227156,0.798449757,0.1,2.6952,SC,1.5,9.0376,3.848047165,8
Skewness,Skew-Normal,2.5,NA,0.952559407,0.662793388,0.2,2.8537,EWMA,1.5,5.4066,2.919028693,5
Skewness,Skew-Normal,2.5,NA,0.991785221,0.832627865,0.2,2.8537,WV,1.5,4.8128,2.509538989,4
Skewness,Skew-Normal,2.5,NA,1.012044591,0.938718382,0.2,2.8537,WSD,1.5,4.2687,2.173424185,4
Skewness,Skew-Normal,2.5,NA,1.043144793,1.050253766,0.2,2.8537,SC,1.5,9.7931,6.858848064,8
Skewness,Skew-Normal,2.5,NA,1.001563912,0.991261057,0.3,2.9286,EWMA,1.5,5.4112,3.545979689,5
Skewness,Skew-Normal,2.5,NA,0.983876136,0.793285785,0.3,2.9286,WV,1.5,4.7991,3.010921081,4
Skewness,Skew-Normal,2.5,NA,1.051127695,1.148870565,0.3,2.9286,WSD,1.5,4.2076,2.587155113,4
Skewness,Skew-Normal,2.5,NA,0.985750033,0.817493087,0.3,2.9286,SC,1.5,11.603,10.97921879,9
Skewness,Skew-Normal,3,NA,1.012236194,0.952302684,0.1,2.6952,EWMA,0.25,110.2165,196.329256,50
Skewness,Skew-Normal,3,NA,0.968419086,0.814362664,0.1,2.6952,WV,0.25,80.2724,135.3644604,40
Skewness,Skew-Normal,3,NA,1.002244846,0.879711584,0.1,2.6952,WSD,0.25,59.7623,101.9121053,33
Skewness,Skew-Normal,3,NA,1.009436253,0.92555585,0.1,2.6952,SC,0.25,290.8594,377.315293,151
Skewness,Skew-Normal,3,NA,1.002739303,0.996491416,0.2,2.8537,EWMA,0.25,104.3437,177.5542935,50
Skewness,Skew-Normal,3,NA,1.016768793,0.901824731,0.2,2.8537,WV,0.25,71.1533,114.6717566,37
Skewness,Skew-Normal,3,NA,0.991699656,0.828536234,0.2,2.8537,WSD,0.25,53.5492,81.86163272,30
Skewness,Skew-Normal,3,NA,0.972583523,0.703076794,0.2,2.8537,SC,0.25,371.2606,473.2972938,187
Skewness,Skew-Normal,3,NA,0.946360154,0.737230413,0.3,2.9286,EWMA,0.25,96.6087,156.1908254,48
Skewness,Skew-Normal,3,NA,1.024242497,1.022929429,0.3,2.9286,WV,0.25,67.4365,102.171282,36
Skewness,Skew-Normal,3,NA,1.010083183,0.923509096,0.3,2.9286,WSD,0.25,47.8017,68.31492714,27
Skewness,Skew-Normal,3,NA,1.011620677,0.950532316,0.3,2.9286,SC,0.25,469.0982,563.1955336,233
Skewness,Skew-Normal,3,NA,1.005509016,0.935067675,0.1,2.6952,EWMA,0.5,31.9921,42.44554158,21
Skewness,Skew-Normal,3,NA,1.00219322,0.88969821,0.1,2.6952,WV,0.5,26.1274,28.46825975,18
Skewness,Skew-Normal,3,NA,0.9939089,0.84861387,0.1,2.6952,WSD,0.5,21.7096,21.90080438,15
Skewness,Skew-Normal,3,NA,0.96863075,0.823619782,0.1,2.6952,SC,0.5,118.9917,216.579061,53
Skewness,Skew-Normal,3,NA,0.975503002,0.809624664,0.2,2.8537,EWMA,0.5,36.9284,50.81414647,22
Skewness,Skew-Normal,3,NA,0.97713873,0.78349091,0.2,2.8537,WV,0.5,27.4342,34.5763622,17
Skewness,Skew-Normal,3,NA,1.030402575,1.038414489,0.2,2.8537,WSD,0.5,21.7585,25.02812055,14
Skewness,Skew-Normal,3,NA,1.004350019,0.878495484,0.2,2.8537,SC,0.5,204.7741,342.1098616,84
Skewness,Skew-Normal,3,NA,0.993887133,0.888562287,0.3,2.9286,EWMA,0.5,40.3835,58.15376698,23
Skewness,Skew-Normal,3,NA,0.973448412,0.780908422,0.3,2.9286,WV,0.5,29.5736,39.03173236,18
Skewness,Skew-Normal,3,NA,0.95890412,0.748311249,0.3,2.9286,WSD,0.5,22.6822,26.44321326,14
Skewness,Skew-Normal,3,NA,0.996702408,0.891872848,0.3,2.9286,SC,0.5,260.5487,402.4588259,106.5
Skewness,Skew-Normal,3,NA,1.010818873,0.957666975,0.1,2.6952,EWMA,0.75,15.6841,12.13146423,12
Skewness,Skew-Normal,3,NA,0.988289361,0.815488789,0.1,2.6952,WV,0.75,13.441,9.996034767,11
Skewness,Skew-Normal,3,NA,1.014383206,0.939458745,0.1,2.6952,WSD,0.75,11.8377,8.425108721,10
Skewness,Skew-Normal,3,NA,0.988102809,0.828511308,0.1,2.6952,SC,0.75,37.7097,56.00589515,24
Skewness,Skew-Normal,3,NA,0.987909298,0.802367042,0.2,2.8537,EWMA,0.75,17.09,17.4429678,12
Skewness,Skew-Normal,3,NA,0.982305248,0.807748803,0.2,2.8537,WV,0.75,14.1208,13.36082552,10
Skewness,Skew-Normal,3,NA,0.965962154,0.756757346,0.2,2.8537,WSD,0.75,11.864,10.63845015,9
Skewness,Skew-Normal,3,NA,0.956237871,0.73617963,0.2,2.8537,SC,0.75,62.2948,109.4816264,31
Skewness,Skew-Normal,3,NA,0.984276054,0.818817146,0.3,2.9286,EWMA,0.75,20.0341,23.85441763,12.5
Skewness,Skew-Normal,3,NA,1.012277183,0.94449956,0.3,2.9286,WV,0.75,15.3028,16.80944877,10
Skewness,Skew-Normal,3,NA,0.976047207,0.773274364,0.3,2.9286,WSD,0.75,12.472,12.64707124,9
Skewness,Skew-Normal,3,NA,1.00377814,0.845995419,0.3,2.9286,SC,0.75,98.0182,179.4074485,43
Skewness,Skew-Normal,3,NA,0.964645242,0.780169767,0.1,2.6952,EWMA,1,10.0189,5.92012226,9
Skewness,Skew-Normal,3,NA,0.941930341,0.633781589,0.1,2.6952,WV,1,9.0142,5.13126021,8
Skewness,Skew-Normal,3,NA,0.97681411,0.817489126,0.1,2.6952,WSD,1,8.1148,4.563124277,7
Skewness,Skew-Normal,3,NA,1.019144454,0.968958887,0.1,2.6952,SC,1,18.905,15.48996995,15
Skewness,Skew-Normal,3,NA,1.03344484,1.090152905,0.2,2.8537,EWMA,1,10.289,8.143752886,8
Skewness,Skew-Normal,3,NA,0.993639715,0.878544008,0.2,2.8537,WV,1,8.9161,6.763537191,7
Skewness,Skew-Normal,3,NA,0.98372531,0.798872616,0.2,2.8537,WSD,1,7.854,5.96218406,6
Skewness,Skew-Normal,3,NA,1.010735954,0.966288889,0.2,2.8537,SC,1,27.7511,37.16919563,17
Skewness,Skew-Normal,3,NA,0.997002792,0.852725896,0.3,2.9286,EWMA,1,11.454,11.18488239,8
Skewness,Skew-Normal,3,NA,0.955003451,0.69605131,0.3,2.9286,WV,1,9.3654,8.443045146,7
Skewness,Skew-Normal,3,NA,1.01001485,0.949313928,0.3,2.9286,WSD,1,7.9829,6.676336191,6
Skewness,Skew-Normal,3,NA,0.99717163,0.845242044,0.3,2.9286,SC,1,41.1713,71.96400099,21
Skewness,Skew-Normal,3,NA,1.001251369,0.85164479,0.1,2.6952,EWMA,1.5,5.8816,2.387708432,6
Skewness,Skew-Normal,3,NA,1.001052566,0.914365098,0.1,2.6952,WV,1.5,5.3513,2.167385076,5
Skewness,Skew-Normal,3,NA,0.958184428,0.684702283,0.1,2.6952,WSD,1.5,4.8375,1.937438803,5
Skewness,Skew-Normal,3,NA,0.984864478,0.792588281,0.1,2.6952,SC,1.5,9.0285,3.859504803,8
Skewness,Skew-Normal,3,NA,0.952443042,0.706234359,0.2,2.8537,EWMA,1.5,5.3798,2.905545763,5
Skewness,Skew-Normal,3,NA,1.0033262,0.867157932,0.2,2.8537,WV,1.5,4.8249,2.560526434,4
Skewness,Skew-Normal,3,NA,1.023718352,1.001729943,0.2,2.8537,WSD,1.5,4.3165,2.193492396,4
Skewness,Skew-Normal,3,NA,1.011420505,0.957529056,0.2,2.8537,SC,1.5,9.6983,6.583632093,8
Skewness,Skew-Normal,3,NA,0.98834576,0.828263138,0.3,2.9286,EWMA,1.5,5.4521,3.624971673,5
Skewness,Skew-Normal,3,NA,1.004715953,0.926223305,0.3,2.9286,WV,1.5,4.7984,2.993769147,4
Skewness,Skew-Normal,3,NA,1.010972203,0.887666409,0.3,2.9286,WSD,1.5,4.2284,2.56731232,4
Skewness,Skew-Normal,3,NA,1.013974887,0.970953767,0.3,2.9286,SC,1.5,11.9129,11.54238434,9
Skewness,Skew-Student-t,0.5,4,0.404980701,4.018173816,0.1,2.6952,EWMA,0.25,96.9981,147.8792485,52
Skewness,Skew-Student-t,0.5,4,0.446720864,5.328849366,0.1,2.6952,WV,0.25,94.3092,147.6863268,48
Skewness,Skew-Student-t,0.5,4,0.414601975,4.598559401,0.1,2.6952,WSD,0.25,87.2832,126.7088699,47
Skewness,Skew-Student-t,0.5,4,0.231897097,3.846916927,0.1,2.6952,SC,0.25,132.1115,192.5363786,69
Skewness,Skew-Student-t,0.5,4,0.598381357,4.655508956,0.2,2.8537,EWMA,0.25,97.5268,138.9370873,53
Skewness,Skew-Student-t,0.5,4,0.516663775,4.566557517,0.2,2.8537,WV,0.25,90.196,134.7636988,48
Skewness,Skew-Student-t,0.5,4,0.549062367,4.001692722,0.2,2.8537,WSD,0.25,81.7178,116.5068219,46
Skewness,Skew-Student-t,0.5,4,0.270419777,4.779497824,0.2,2.8537,SC,0.25,136.7306,187.098581,74
Skewness,Skew-Student-t,0.5,4,0.458496514,5.069061723,0.3,2.9286,EWMA,0.25,85.981,112.9940592,50
Skewness,Skew-Student-t,0.5,4,0.560533717,3.737035669,0.3,2.9286,WV,0.25,84.4315,115.0589534,48
Skewness,Skew-Student-t,0.5,4,0.708142918,6.83905317,0.3,2.9286,WSD,0.25,77.139,101.9900234,44
Skewness,Skew-Student-t,0.5,4,0.452952059,4.10182816,0.3,2.9286,SC,0.25,133.1887,167.3869927,79
Skewness,Skew-Student-t,0.5,4,0.441182661,3.819048886,0.1,2.6952,EWMA,0.5,31.0146,37.54932732,21
Skewness,Skew-Student-t,0.5,4,0.518966912,6.631166279,0.1,2.6952,WV,0.5,30.1891,39.37601539,20
Skewness,Skew-Student-t,0.5,4,0.371914481,3.8722633,0.1,2.6952,WSD,0.5,28.0798,35.07036962,19
Skewness,Skew-Student-t,0.5,4,0.49702732,4.232976829,0.1,2.6952,SC,0.5,61.408,90.10844072,35
Skewness,Skew-Student-t,0.5,4,0.422660574,3.84600269,0.2,2.8537,EWMA,0.5,37.8202,51.31394532,23
Skewness,Skew-Student-t,0.5,4,0.518348573,4.146202432,0.2,2.8537,WV,0.5,36.4105,50.43782298,22
Skewness,Skew-Student-t,0.5,4,0.479501759,5.448021819,0.2,2.8537,WSD,0.5,33.7024,47.29592503,21
Skewness,Skew-Student-t,0.5,4,0.401422661,3.992187126,0.2,2.8537,SC,0.5,74.3257,112.6169538,40
Skewness,Skew-Student-t,0.5,4,0.352955703,3.824563057,0.3,2.9286,EWMA,0.5,43.8608,58.46196886,26
Skewness,Skew-Student-t,0.5,4,0.411411925,3.732908749,0.3,2.9286,WV,0.5,41.0044,56.34016509,24
Skewness,Skew-Student-t,0.5,4,0.488760342,5.110310597,0.3,2.9286,WSD,0.5,38.5107,51.83320706,23
Skewness,Skew-Student-t,0.5,4,0.419046935,3.286526344,0.3,2.9286,SC,0.5,85.8792,126.1685375,47
Skewness,Skew-Student-t,0.5,4,0.364627401,3.852677139,0.1,2.6952,EWMA,0.75,14.9472,11.83221925,12
Skewness,Skew-Student-t,0.5,4,0.625440487,7.07664023,0.1,2.6952,WV,0.75,14.3621,10.5369771,12
Skewness,Skew-Student-t,0.5,4,0.442641192,4.01568282,0.1,2.6952,WSD,0.75,14.028,10.57588771,11
Skewness,Skew-Student-t,0.5,4,-0.024508655,11.09728905,0.1,2.6952,SC,0.75,14.7678,10.97852157,12
Skewness,Skew-Student-t,0.5,4,0.287132115,3.903371388,0.2,2.8537,EWMA,0.75,17.4271,18.35106977,12
Skewness,Skew-Student-t,0.5,4,0.507028412,3.847834625,0.2,2.8537,WV,0.75,16.4705,16.65531356,12
Skewness,Skew-Student-t,0.5,4,0.568516136,5.132835706,0.2,2.8537,WSD,0.75,15.583,16.0915818,11
Skewness,Skew-Student-t,0.5,4,0.386113043,3.660256706,0.2,2.8537,SC,0.75,29.7488,38.47508456,18
Skewness,Skew-Student-t,0.5,4,0.726155928,10.57607674,0.3,2.9286,EWMA,0.75,21.583,28.83220839,13
Skewness,Skew-Student-t,0.5,4,0.398708986,3.170509751,0.3,2.9286,WV,0.75,19.7623,24.56400492,13
Skewness,Skew-Student-t,0.5,4,0.530829155,5.273792197,0.3,2.9286,WSD,0.75,19.2716,22.10290676,12
Skewness,Skew-Student-t,0.5,4,0.46389167,5.708447994,0.3,2.9286,SC,0.75,43.9661,63.8174664,25
Skewness,Skew-Student-t,0.5,4,0.316565652,3.351832565,0.1,2.6952,EWMA,1,9.4036,5.084790315,8
Skewness,Skew-Student-t,0.5,4,0.364679135,3.726831054,0.1,2.6952,WV,1,9.3195,5.448540025,8
Skewness,Skew-Student-t,0.5,4,0.554851794,4.533795446,0.1,2.6952,WSD,1,9.0272,5.192548162,8
Skewness,Skew-Student-t,0.5,4,0.439374797,5.202944573,0.1,2.6952,SC,1,12.8645,7.947808284,11
Skewness,Skew-Student-t,0.5,4,0.444988512,4.796459318,0.2,2.8537,EWMA,1,10.0334,8.156122649,8
Skewness,Skew-Student-t,0.5,4,0.471536394,4.291366924,0.2,2.8537,WV,1,9.5243,7.763944706,8
Skewness,Skew-Student-t,0.5,4,1.268393707,21.63133505,0.2,2.8537,WSD,1,8.9532,6.62385064,7
Skewness,Skew-Student-t,0.5,4,0.579660072,5.050758335,0.2,2.8537,SC,1,17.9148,21.10641346,12
Skewness,Skew-Student-t,0.5,4,0.461623761,5.792414208,0.3,2.9286,EWMA,1,11.408,11.53042198,8
Skewness,Skew-Student-t,0.5,4,0.445806905,4.364329271,0.3,2.9286,WV,1,10.7216,10.08252246,8
Skewness,Skew-Student-t,0.5,4,0.409090862,4.930638646,0.3,2.9286,WSD,1,10.4663,10.84148597,8
Skewness,Skew-Student-t,0.5,4,0.365550977,3.457440876,0.3,2.9286,SC,1,18.8573,22.54778874,12
Skewness,Skew-Student-t,0.5,4,0.500523759,5.275734604,0.1,2.6952,EWMA,1.5,5.55,2.155635562,5
Skewness,Skew-Student-t,0.5,4,0.366045364,3.397407629,0.1,2.6952,WV,1.5,5.4367,2.145659222,5
Skewness,Skew-Student-t,0.5,4,0.52184082,4.718613019,0.1,2.6952,WSD,1.5,5.3153,2.081086015,5
Skewness,Skew-Student-t,0.5,4,0.620938681,5.029509958,0.1,2.6952,SC,1.5,7.5757,4.025529779,7
Skewness,Skew-Student-t,0.5,4,0.51804698,5.64417329,0.2,2.8537,EWMA,1.5,5.0321,2.521568048,4
Skewness,Skew-Student-t,0.5,4,0.529166225,5.159102075,0.2,2.8537,WV,1.5,4.8655,2.408856577,4
Skewness,Skew-Student-t,0.5,4,0.40329395,4.174362341,0.2,2.8537,WSD,1.5,4.7525,2.324431984,4
Skewness,Skew-Student-t,0.5,4,0.222225985,4.388822003,0.2,2.8537,SC,1.5,5.8369,3.049332424,5
Skewness,Skew-Student-t,0.5,4,0.573081806,4.322079332,0.3,2.9286,EWMA,1.5,5.1817,3.294172167,4
Skewness,Skew-Student-t,0.5,4,0.603583633,5.756422814,0.3,2.9286,WV,1.5,4.8897,2.956621056,4
Skewness,Skew-Student-t,0.5,4,0.416363171,3.959523887,0.3,2.9286,WSD,1.5,4.7746,2.808911504,4
Skewness,Skew-Student-t,0.5,4,0.640968803,5.830031257,0.3,2.9286,SC,1.5,8.8582,8.036538518,7
Skewness,Skew-Student-t,1,4,1.001784736,5.775349087,0.1,2.6952,EWMA,0.25,97.7533,155.8208255,49
Skewness,Skew-Student-t,1,4,1.390870244,11.90832997,0.1,2.6952,WV,0.25,84.8198,136.1229528,43
Skewness,Skew-Student-t,1,4,1.228142043,7.512010682,0.1,2.6952,WSD,0.25,70.9459,108.2620997,38
Skewness,Skew-Student-t,1,4,0.791548467,3.524172922,0.1,2.6952,SC,0.25,204.0751,270.5755458,111
Skewness,Skew-Student-t,1,4,0.798250304,4.191580654,0.2,2.8537,EWMA,0.25,91.5,131.527308,50
Skewness,Skew-Student-t,1,4,1.001807998,5.876873825,0.2,2.8537,WV,0.25,75.7589,109.1565714,42
Skewness,Skew-Student-t,1,4,0.816200919,3.720924958,0.2,2.8537,WSD,0.25,65.3226,88.4519299,36
Skewness,Skew-Student-t,1,4,0.878604734,4.082479717,0.2,2.8537,SC,0.25,166.7107,213.5044464,98
Skewness,Skew-Student-t,1,4,1.059391208,6.910730847,0.3,2.9286,EWMA,0.25,83.875,114.7709737,48
Skewness,Skew-Student-t,1,4,0.855393258,4.074677079,0.3,2.9286,WV,0.25,72.0992,97.57621365,40
Skewness,Skew-Student-t,1,4,0.868949379,4.682078288,0.3,2.9286,WSD,0.25,65.5473,85.21907411,38
Skewness,Skew-Student-t,1,4,0.947243773,4.728273578,0.3,2.9286,SC,0.25,131.4177,162.9360035,78
Skewness,Skew-Student-t,1,4,1.310818521,16.0644118,0.1,2.6952,EWMA,0.5,30.9346,39.6364785,21
Skewness,Skew-Student-t,1,4,1.023528096,6.758789318,0.1,2.6952,WV,0.5,28.2541,34.55881312,19
Skewness,Skew-Student-t,1,4,1.015382366,5.539575834,0.1,2.6952,WSD,0.5,25.8558,37.45910203,17
Skewness,Skew-Student-t,1,4,0.840902301,3.777419732,0.1,2.6952,SC,0.5,92.872,159.3812262,46
Skewness,Skew-Student-t,1,4,0.806855479,4.752694935,0.2,2.8537,EWMA,0.5,36.8084,51.42431269,21
Skewness,Skew-Student-t,1,4,0.953070363,5.767813204,0.2,2.8537,WV,0.5,32.4559,41.49943946,20
Skewness,Skew-Student-t,1,4,0.999936181,5.05898499,0.2,2.8537,WSD,0.5,27.1741,32.34308267,17
Skewness,Skew-Student-t,1,4,0.915458227,4.761651128,0.2,2.8537,SC,0.5,124.68,188.2795011,63
Skewness,Skew-Student-t,1,4,0.882501596,4.92224043,0.3,2.9286,EWMA,0.5,41.0282,54.68516299,23
Skewness,Skew-Student-t,1,4,0.810627088,4.420732679,0.3,2.9286,WV,0.5,35.6924,50.79868928,21
Skewness,Skew-Student-t,1,4,1.130400171,7.906375621,0.3,2.9286,WSD,0.5,30.653,39.13814214,18
Skewness,Skew-Student-t,1,4,0.820499719,3.12711118,0.3,2.9286,SC,0.5,119.7251,167.197573,65
Skewness,Skew-Student-t,1,4,0.859458355,3.976796901,0.1,2.6952,EWMA,0.75,15.027,13.53056461,12
Skewness,Skew-Student-t,1,4,0.903863635,5.634196632,0.1,2.6952,WV,0.75,14.2841,11.98725809,11
Skewness,Skew-Student-t,1,4,1.360949211,16.18110374,0.1,2.6952,WSD,0.75,13.1645,10.47946667,11
Skewness,Skew-Student-t,1,4,0.770341652,8.134064572,0.1,2.6952,SC,0.75,31.1693,45.64350962,21
Skewness,Skew-Student-t,1,4,1.055054818,5.892526057,0.2,2.8537,EWMA,0.75,17.4614,19.33800677,12
Skewness,Skew-Student-t,1,4,0.837076128,4.130521504,0.2,2.8537,WV,0.75,15.9027,18.26206952,11
Skewness,Skew-Student-t,1,4,0.962466307,4.592158626,0.2,2.8537,WSD,0.75,13.8067,13.3216396,10
